id_certificado,nro_certificado,fecha_aplicacion,fecha_vencimiento,hora_aplicacion,proximo_tratamiento,estado,id_cliente,created_ad,updated_ad,id_rubro,id_tratamiento,id_vector,superfice,id_drogas,codigo,id_tipo_cliente,observaciones_certificado,id_tecnico,,
218,2988,17/11/2014,17/2/2015,13:00:00,17/2/2015,1,1391,,,1,1,1,H/300,1,100.00,,1,,,
219,2989,17/11/2014,17/2/2015,17:00:00,17/2/2015,1,1473,,,1,1,1,H/300,1,400.00,,2,,,
220,2990,17/11/2014,17/2/2015,14:00:00,17/2/2015,1,1279,,,1,1,1,H/300,1,300.00,,2,,,
221,2990,17/11/2014,17/2/2015,13:00:00,17/2/2015,1,1008,,,1,1,1,H/300,1,1100.00,,2,,,
222,2991,17/11/2014,17/2/2015,13:00:00,17/2/2015,1,1445,,,1,1,1,H/300,1,1300.00,,2,,,
223,2993,18/11/2014,18/1/2015,0:00:00,18/1/2015,1,1018,,,1,1,1,H/300,1,600.00,,2,,,
224,2995,18/11/2014,18/1/2015,13:00:00,18/1/2015,1,1986,,,1,1,1,H/300,1,500.00,,2,,,
225,2994,18/11/2014,18/1/2015,13:00:00,18/1/2015,1,946,,,1,1,1,H/300,1,400.00,,2,,,
226,2997,18/11/2014,18/2/2015,13:00:00,18/2/2015,1,2515,,,1,1,1,H/300,1,100.00,,1,,,
227,2998,18/11/2014,18/2/2015,13:00:00,18/2/2015,1,579,,,1,1,1,H/300,1,100.00,,1,,,
228,3000,18/11/2014,18/2/2015,13:00:00,18/2/2015,1,1142,,,1,1,1,H/300,1,100.00,,1,,,
229,3001,18/11/2014,18/2/2015,13:00:00,18/2/2015,1,2005,,,1,1,1,H/300,1,100.00,,1,,,
230,3002,18/11/2014,18/2/2015,13:00:00,18/2/2015,1,2617,,,1,1,1,H/300,1,100.00,,1,,,
231,3003,18/11/2014,18/2/2015,20:45:00,18/2/2015,1,694,,,1,1,1,H/300,1,300.00,,2,,,
232,3004,18/11/2014,18/2/2015,13:00:00,18/2/2015,1,384,,,1,1,1,H/300,1,100.00,,1,,,
233,3005,18/11/2014,18/2/2015,13:00:00,18/2/2015,1,115,,,1,1,1,H/300,1,0.00,,1,,,
234,3006,18/11/2014,18/2/2015,13:00:00,18/2/2015,1,598,,,1,1,1,H/300,1,100.00,,1,,,
235,3008,18/11/2014,18/2/2015,13:00:00,18/2/2015,1,600,,,1,1,1,H/300,1,100.00,,1,,,
236,3009,18/11/2014,18/2/2015,13:00:00,18/2/2015,1,906,,,1,1,1,H/300,1,300.00,,2,,,
237,3009,18/11/2014,18/2/2015,12:00:00,18/2/2015,1,906,,,1,1,1,H/300,1,300.00,,2,,,
238,3010,18/11/2014,18/2/2015,13:00:00,18/2/2015,1,1824,,,1,1,1,H/300,1,100.00,,1,,,
239,3011,18/11/2014,18/2/2015,13:00:00,18/2/2015,1,2658,,,1,1,1,H/300,1,100.00,,1,,,
240,3012,19/11/2014,19/2/2015,20:00:00,19/2/2015,1,1160,,,1,1,1,H/300,1,350.00,,2,,,
241,3012,19/11/2014,19/2/2015,0:00:00,19/2/2015,1,353,,,1,1,1,H/300,1,350.00,,2,,,
242,3013,19/11/2014,19/2/2015,15:00:00,19/2/2015,1,2062,,,1,1,1,H/300,1,350.00,,2,,,
243,3014,19/11/2014,19/2/2015,13:00:00,19/2/2015,1,1598,,,1,1,1,H/300,1,100.00,,1,,,
244,3015,19/11/2014,19/2/2015,13:00:00,19/2/2015,1,1238,,,1,1,1,H/300,1,100.00,,1,,,
245,3016,19/11/2014,19/2/2015,13:00:00,19/2/2015,1,279,,,1,1,1,H/300,1,100.00,,1,,,
246,3017,19/11/2014,19/2/2015,13:00:00,19/2/2015,1,1497,,,1,1,1,H/300,1,100.00,,1,,,
247,3018,19/11/2014,19/2/2015,13:00:00,19/2/2015,1,2136,,,1,1,1,H/300,1,100.00,,1,,,
248,3019,19/11/2014,19/2/2015,11:00:00,19/2/2015,1,1656,,,1,1,1,H/300,1,400.00,,2,,,
249,3020,19/11/2014,19/2/2015,0:00:00,19/2/2015,1,2640,,,1,1,1,H/300,1,350.00,,2,,,
250,3021,19/11/2014,19/2/2015,13:00:00,19/2/2015,1,1990,,,1,1,1,H/300,1,100.00,,1,,,
251,3022,19/11/2014,19/2/2015,13:00:00,19/2/2015,1,2662,,,1,1,1,H/300,1,100.00,,1,,,
252,3023,19/11/2014,19/1/2015,0:00:00,19/1/2015,1,2437,,,1,1,1,H/300,1,600.00,,2,,,
253,3024,19/11/2014,19/1/2015,0:00:00,19/1/2015,1,2514,,,1,1,1,H/300,1,600.00,,2,,,
254,3026,19/11/2014,19/2/2015,13:00:00,19/2/2015,1,701,,,1,1,1,H/300,1,100.00,,1,,,
255,3025,19/11/2014,19/2/2015,13:00:00,19/2/2015,1,702,,,1,1,1,H/300,1,100.00,,1,,,
256,3027,20/11/2014,20/2/2015,13:00:00,20/2/2015,1,969,,,1,1,1,H/300,1,100.00,,1,,,
257,3028,20/11/2014,20/2/2015,13:00:00,20/2/2015,1,244,,,1,1,1,H/300,1,100.00,,1,,,
258,3029,20/11/2014,20/2/2015,21:15:00,20/2/2015,1,2132,,,1,1,1,H/300,1,300.00,,2,,,
259,3030,20/11/2014,20/1/2015,13:00:00,20/1/2015,1,664,,,1,1,1,H/300,1,350.00,,2,,,
260,3031,20/11/2014,20/2/2015,13:00:00,20/2/2015,1,2398,,,1,1,1,H/300,1,100.00,,1,,,
261,3032,20/11/2014,20/2/2015,13:00:00,20/2/2015,1,2382,,,1,1,1,H/300,1,100.00,,1,,,
262,3033,20/11/2014,20/2/2015,13:00:00,20/2/2015,1,174,,,1,1,1,H/300,1,100.00,,1,,,
263,3034,20/11/2014,20/2/2015,13:00:00,20/2/2015,1,646,,,1,1,1,H/300,1,100.00,,1,,,
264,3035,20/11/2014,20/2/2015,13:00:00,20/2/2015,1,1311,,,1,1,1,H/300,1,100.00,,1,,,
265,3036,20/11/2014,20/2/2015,13:00:00,20/2/2015,1,2063,,,1,1,1,H/300,1,100.00,,1,,,
266,3037,20/11/2014,20/2/2015,13:00:00,20/2/2015,1,630,,,1,1,1,H/300,1,100.00,,1,,,
267,3038,20/11/2014,20/12/2014,0:00:00,20/12/2014,1,793,,,1,1,1,H/300,1,600.00,,2,,,
268,3040,20/11/2014,20/2/2015,13:00:00,20/2/2015,1,1979,,,1,1,1,H/300,1,1000.00,,2,,,
269,3041,20/11/2014,20/1/2015,13:00:00,20/1/2015,1,767,,,1,1,1,H/300,1,300.00,,2,,,
270,3044,20/11/2014,20/1/2015,13:00:00,20/1/2015,1,2388,,,1,1,1,H/300,1,300.00,,2,,,
271,3045,20/11/2014,20/2/2015,13:00:00,20/2/2015,1,723,,,1,1,1,H/300,1,100.00,,1,,,
272,3046,21/11/2014,21/2/2015,16:00:00,21/2/2015,1,2093,,,1,1,1,H/300,1,300.00,,2,,,
273,3048,21/11/2014,21/2/2015,14:00:00,21/2/2015,1,1251,,,1,1,1,H/300,1,700.00,,2,,,
274,3049,21/11/2014,21/2/2015,18:30:00,21/2/2015,1,821,,,1,1,1,H/300,1,900.00,,2,,,
275,3051,21/11/2014,21/2/2015,13:00:00,21/2/2015,1,2182,,,1,1,1,H/300,1,100.00,,1,,,
276,3052,21/11/2014,21/2/2015,13:00:00,21/2/2015,1,2247,,,1,1,1,H/300,1,100.00,,1,,,
277,3053,21/11/2014,21/2/2015,13:00:00,21/2/2015,1,1328,,,1,1,1,H/300,1,100.00,,1,,,
278,3054,21/11/2014,21/2/2015,13:00:00,21/2/2015,1,919,,,1,1,1,H/300,1,100.00,,1,,,
279,3055,21/11/2014,21/2/2015,13:00:00,21/2/2015,1,1581,,,1,1,1,H/300,1,100.00,,1,,,
280,3046,21/11/2014,21/2/2015,13:00:00,21/2/2015,1,1264,,,1,1,1,H/300,1,100.00,,1,,,
281,3047,21/11/2014,21/2/2015,13:00:00,21/2/2015,1,2146,,,1,1,1,H/300,1,100.00,,1,,,
282,3048,21/11/2014,21/2/2015,13:00:00,21/2/2015,1,1169,,,1,1,1,H/300,1,100.00,,1,,,
283,3049,21/11/2014,21/2/2015,13:00:00,21/2/2015,1,2144,,,1,1,1,H/300,1,100.00,,1,,,
284,3050,21/11/2014,21/2/2015,13:00:00,21/2/2015,1,1234,,,1,1,1,H/300,1,100.00,,1,,,
285,3051,21/11/2014,21/2/2015,13:00:00,21/2/2015,1,2571,,,1,1,1,H/300,1,100.00,,1,,,
286,3052,21/11/2014,21/2/2015,13:00:00,21/2/2015,1,1275,,,1,1,1,H/300,1,900.00,,2,,,
287,3053,21/11/2014,21/2/2015,13:00:00,21/2/2015,1,2448,,,1,1,1,H/300,1,100.00,,1,,,
288,3054,21/11/2014,21/2/2015,13:00:00,21/2/2015,1,1002,,,1,1,1,H/300,1,100.00,,1,,,
289,3055,21/11/2014,21/2/2015,21:00:00,21/2/2015,1,779,,,1,1,1,H/300,1,300.00,,2,,,
290,3056,22/11/2014,22/12/2014,13:00:00,22/12/2014,1,1016,,,1,1,1,H/300,1,300.00,,2,,,
291,3057,22/11/2014,22/12/2014,13:00:00,22/12/2014,1,1532,,,1,1,1,H/300,1,300.00,,2,,,
292,3058,22/11/2014,22/12/2014,13:00:00,22/12/2014,1,1716,,,1,1,1,H/300,1,300.00,,2,,,
293,3061,21/11/2014,21/2/2015,13:00:00,21/2/2015,1,623,,,1,1,1,H/300,1,100.00,,1,,,
294,3059,22/11/2014,22/1/2015,13:00:00,22/1/2015,1,2704,,,1,1,1,H/300,1,700.00,,2,,,
295,3060,22/11/2014,22/12/2014,13:00:00,22/12/2014,1,2361,,,1,1,1,H/300,1,800.00,,2,,,
296,3064,22/11/2014,22/2/2015,13:00:00,22/2/2015,1,1114,,,1,1,1,H/300,1,100.00,,1,,,
297,3065,22/11/2014,22/2/2015,13:00:00,22/2/2015,1,1177,,,1,1,1,H/300,1,100.00,,1,,,
298,3068,22/11/2014,22/2/2015,13:00:00,22/2/2015,1,951,,,1,1,1,H/300,1,100.00,,1,,,
299,3070,22/11/2014,22/2/2015,23:00:00,22/2/2015,1,1190,,,1,1,1,H/300,1,400.00,,2,,,
300,3071,22/11/2014,22/2/2015,13:00:00,22/2/2015,1,594,,,1,1,1,H/300,1,100.00,,1,,,
301,3066,24/11/2014,24/2/2015,0:00:00,24/2/2015,1,2559,,,1,1,1,H/300,1,800.00,,2,,,
302,3067,24/11/2014,24/2/2015,0:00:00,24/2/2015,1,2509,,,1,1,1,H/300,1,800.00,,2,,,
303,3072,22/11/2014,22/2/2015,10:00:00,22/2/2015,1,1419,,,1,1,1,H/300,1,300.00,,2,,,
304,3073,22/11/2014,22/12/2014,13:00:00,22/12/2014,1,1819,,,1,1,1,H/300,1,550.00,,2,,,
305,3074,25/11/2014,25/2/2015,13:00:00,25/2/2015,1,1091,,,1,1,1,H/300,1,100.00,,1,,,
306,3075,25/11/2014,25/2/2015,13:00:00,25/2/2015,1,1828,,,1,1,1,H/300,1,100.00,,1,,,
307,3076,25/11/2014,25/2/2015,13:00:00,25/2/2015,1,2134,,,1,1,1,H/300,1,100.00,,1,,,
308,3077,25/11/2014,25/2/2015,13:00:00,25/2/2015,1,741,,,1,1,1,H/300,1,100.00,,1,,,
309,3078,25/11/2014,25/2/2015,13:00:00,25/2/2015,1,2667,,,1,1,1,H/300,1,100.00,,1,,,
310,3079,25/11/2014,25/2/2015,13:00:00,25/2/2015,1,2019,,,1,1,1,H/300,1,100.00,,1,,,
311,3080,25/11/2014,25/2/2015,13:00:00,25/2/2015,1,515,,,1,1,1,H/300,1,100.00,,1,,,
312,3081,25/11/2014,25/2/2015,13:00:00,25/2/2015,1,1914,,,1,1,1,H/300,1,100.00,,1,,,
313,3082,25/11/2014,25/2/2015,13:00:00,25/2/2015,1,668,,,1,1,1,H/300,1,100.00,,1,,,
314,3083,25/11/2014,25/2/2015,13:00:00,25/2/2015,1,667,,,1,1,1,H/300,1,100.00,,1,,,
315,3085,25/11/2014,25/2/2015,13:00:00,25/2/2015,1,1371,,,1,1,1,H/300,1,100.00,,1,,,
316,3086,25/11/2014,25/2/2015,13:00:00,25/2/2015,1,771,,,1,1,1,H/300,1,100.00,,1,,,
317,3087,25/11/2014,25/2/2015,13:00:00,25/2/2015,1,1097,,,1,1,1,H/300,1,100.00,,1,,,
318,3090,25/11/2014,25/2/2015,13:00:00,25/2/2015,1,1463,,,1,1,1,H/300,1,500.00,,2,,,
319,3091,25/11/2014,25/2/2015,13:00:00,25/2/2015,1,892,,,1,1,1,H/300,1,100.00,,1,,,
320,3030,20/11/2014,20/1/2015,13:00:00,20/1/2015,1,664,,,1,1,1,H/300,1,350.00,,2,,,
321,3092,25/11/2014,25/1/2015,13:00:00,25/1/2015,1,2493,,,1,1,1,H/300,1,500.00,,2,,,
322,3093,26/11/2014,26/2/2015,13:00:00,26/2/2015,1,332,,,1,1,1,H/300,1,100.00,,1,,,
323,3094,26/11/2014,26/2/2015,13:00:00,26/2/2015,1,1550,,,1,1,1,H/300,1,450.00,,2,,,
324,3094,25/11/2014,25/2/2015,13:00:00,25/2/2015,1,518,,,1,1,1,H/300,1,100.00,,1,,,
325,3096,26/11/2014,26/2/2015,13:00:00,26/2/2015,1,2198,,,1,1,1,H/300,1,100.00,,1,,,
326,3097,26/11/2014,26/2/2015,13:00:00,26/2/2015,1,1207,,,1,1,1,H/300,1,100.00,,1,,,
327,3098,26/11/2014,26/2/2015,13:00:00,26/2/2015,1,202,,,1,1,1,H/300,1,100.00,,1,,,
328,3100,26/11/2014,26/2/2015,13:00:00,26/2/2015,1,1484,,,1,1,1,H/300,1,100.00,,1,,,
329,3101,26/11/2014,26/2/2015,13:00:00,26/2/2015,1,623,,,1,1,1,H/300,1,100.00,,1,,,
330,3102,26/11/2014,26/2/2015,23:00:00,26/2/2015,1,896,,,1,1,1,H/300,1,330.00,,2,,,
331,3103,26/11/2014,26/2/2015,13:00:00,26/2/2015,1,674,,,1,1,1,H/300,1,100.00,,1,,,
332,3104,26/11/2014,26/2/2015,13:00:00,26/2/2015,1,2165,,,1,1,1,H/300,1,100.00,,1,,,
333,3105,26/11/2014,26/2/2015,13:00:00,26/2/2015,1,1128,,,1,1,1,H/300,1,100.00,,1,,,
334,3106,26/11/2014,26/2/2015,13:00:00,26/2/2015,1,635,,,1,1,1,H/300,1,100.00,,1,,,
335,3107,26/11/2014,26/2/2015,13:00:00,26/2/2015,1,637,,,1,1,1,H/300,1,100.00,,1,,,
336,3108,26/11/2014,26/2/2015,13:00:00,26/2/2015,1,1836,,,1,1,1,H/300,1,100.00,,1,,,
337,3109,26/11/2014,26/2/2015,13:00:00,26/2/2015,1,1250,,,1,1,1,H/300,1,0.00,,1,,,
338,3110,26/11/2014,26/2/2015,13:00:00,26/2/2015,1,2179,,,1,1,1,H/300,1,150.00,,1,,,
339,3111,26/11/2014,26/2/2015,13:00:00,26/2/2015,1,1119,,,1,1,1,H/300,1,100.00,,1,,,
340,3112,26/11/2014,26/2/2015,13:00:00,26/2/2015,1,1122,,,1,1,1,H/300,1,100.00,,1,,,
341,3113,26/11/2014,26/2/2015,13:00:00,26/2/2015,1,522,,,1,1,1,H/300,1,100.00,,1,,,
342,3115,26/11/2014,26/1/2015,13:00:00,26/1/2015,1,1297,,,1,1,1,H/300,1,100.00,,1,,,
343,3116,26/11/2014,26/1/2015,13:00:00,26/1/2015,1,2648,,,1,1,1,H/300,1,500.00,,2,,,
344,3117,26/11/2014,26/2/2015,13:00:00,26/2/2015,1,2669,,,1,1,1,H/300,1,100.00,,1,,,
345,3117,26/11/2014,26/2/2015,13:00:00,26/2/2015,1,2669,,,1,1,1,H/300,1,100.00,,1,,,
346,3119,26/11/2014,26/2/2015,13:00:00,26/2/2015,1,2418,,,1,1,1,H/300,1,600.00,,2,,,
347,3120,27/11/2014,27/12/2014,13:00:00,27/12/2014,1,1181,,,1,1,1,H/300,1,200.00,,2,,,
348,3121,27/11/2014,27/12/2014,13:00:00,27/12/2014,1,1182,,,1,1,1,H/300,1,200.00,,2,,,
349,3122,27/11/2014,27/12/2014,13:00:00,27/12/2014,1,1183,,,1,1,1,H/300,1,200.00,,2,,,
350,3123,27/11/2014,27/12/2014,13:00:00,27/12/2014,1,1185,,,1,1,1,H/300,1,350.00,,2,,,
351,3124,27/11/2014,27/12/2014,13:00:00,27/12/2014,1,1186,,,1,1,1,H/300,1,280.00,,2,,,
352,3125,27/11/2014,27/1/2015,15:00:00,27/1/2015,1,338,,,1,1,1,H/300,1,400.00,,2,,,
353,3126,27/11/2014,27/1/2015,13:00:00,27/1/2015,1,504,,,1,1,1,H/300,1,250.00,,2,,,
354,3127,27/11/2014,27/1/2015,13:00:00,27/1/2015,1,2619,,,1,1,1,H/300,1,500.00,,2,,,
355,3128,27/11/2014,27/1/2015,13:00:00,27/1/2015,1,2410,,,1,1,1,H/300,1,350.00,,2,,,
356,3129,27/11/2014,27/1/2015,22:00:00,27/1/2015,1,1570,,,1,1,1,H/300,1,330.00,,2,,,
357,3130,27/11/2014,27/1/2015,13:00:00,27/1/2015,1,360,,,1,1,1,H/300,1,100.00,,1,,,
358,3131,27/11/2014,27/2/2015,13:00:00,27/2/2015,1,972,,,1,1,1,H/300,1,300.00,,2,,,
359,3131,27/11/2014,27/2/2015,13:00:00,27/2/2015,1,972,,,1,1,1,H/300,1,300.00,,2,,,
360,3132,27/11/2014,27/2/2015,13:00:00,27/2/2015,1,2194,,,1,1,1,H/300,1,100.00,,1,,,
361,3133,27/11/2014,27/2/2015,13:00:00,27/2/2015,1,1366,,,1,1,1,H/300,1,100.00,,1,,,
362,3134,27/11/2014,27/2/2015,13:00:00,27/2/2015,1,2111,,,1,1,1,H/300,1,100.00,,1,,,
363,3135,27/11/2014,27/2/2015,14:00:00,27/2/2015,1,1239,,,1,1,1,H/300,1,300.00,,2,,,
364,3136,27/11/2014,27/2/2015,13:00:00,27/2/2015,1,410,,,1,1,1,H/300,1,100.00,,1,,,
365,3137,27/11/2014,27/2/2015,13:00:00,27/2/2015,1,1315,,,1,1,1,H/300,1,100.00,,1,,,
366,3138,27/11/2014,27/2/2015,13:00:00,27/2/2015,1,642,,,1,1,1,H/300,1,100.00,,1,,,
367,3139,27/11/2014,27/2/2015,13:00:00,27/2/2015,1,2530,,,1,1,1,H/300,1,100.00,,1,,,
368,3140,27/11/2014,27/2/2015,13:00:00,27/2/2015,1,661,,,1,1,1,H/300,1,100.00,,1,,,
369,3141,27/11/2014,27/2/2015,13:00:00,27/2/2015,1,2404,,,1,1,1,H/300,1,100.00,,1,,,
370,3142,27/11/2014,27/2/2015,13:00:00,27/2/2015,1,2238,,,1,1,1,H/300,1,100.00,,1,,,
371,3143,27/11/2014,27/2/2015,13:00:00,27/2/2015,1,621,,,1,1,1,H/300,1,100.00,,1,,,
372,3144,27/11/2014,27/2/2015,13:00:00,27/2/2015,1,887,,,1,1,1,H/300,1,100.00,,1,,,
373,3145,27/11/2014,27/2/2015,13:00:00,27/2/2015,1,1269,,,1,1,1,H/300,1,100.00,,1,,,
374,3146,27/11/2014,27/2/2015,13:00:00,27/2/2015,1,1466,,,1,1,1,H/300,1,100.00,,1,,,
375,3146,27/11/2014,27/2/2015,13:00:00,27/2/2015,1,1466,,,1,1,1,H/300,1,500.00,,2,,,
376,3146,28/11/2014,28/2/2015,11:00:00,28/2/2015,1,2520,,,1,1,1,H/300,1,400.00,,2,,,
377,3147,28/11/2014,28/2/2015,13:00:00,28/2/2015,1,514,,,1,1,1,H/300,1,100.00,,1,,,
378,3147,27/11/2014,27/2/2015,13:00:00,27/2/2015,1,2208,,,1,1,1,H/300,1,100.00,,1,,,
379,3148,28/11/2014,28/2/2015,13:00:00,28/2/2015,1,2537,,,1,1,1,H/300,1,100.00,,1,,,
380,3149,23/11/2014,23/12/2014,13:00:00,23/12/2014,1,1796,,,1,1,1,H/300,1,1400.00,,2,,,
381,3149,27/11/2014,27/12/2014,15:00:00,27/12/2014,1,2362,,,1,1,1,H/300,1,600.00,,2,,,
382,3150,28/11/2014,28/12/2014,0:00:00,28/12/2014,1,2462,,,1,1,1,H/300,1,700.00,,2,,,
383,3151,28/11/2014,28/12/2014,10:00:00,28/12/2014,1,2563,,,1,1,1,H/300,1,700.00,,2,,,
384,3152,28/11/2014,28/12/2014,13:00:00,28/12/2014,1,2562,,,1,1,1,H/300,1,700.00,,2,,,
385,3154,28/11/2014,28/12/2014,10:00:00,28/12/2014,1,2534,,,1,1,1,H/300,1,600.00,,2,,,
386,3155,28/11/2014,28/2/2015,13:00:00,28/2/2015,1,2029,,,1,1,1,H/300,1,100.00,,1,,,
387,3156,28/11/2014,28/2/2015,13:00:00,28/2/2015,1,742,,,1,1,1,H/300,1,100.00,,1,,,
388,3157,28/11/2014,28/2/2015,13:00:00,28/2/2015,1,2383,,,1,1,1,H/300,1,100.00,,1,,,
389,3158,28/11/2014,28/2/2015,13:00:00,28/2/2015,1,2384,,,1,1,1,H/300,1,100.00,,1,,,
390,3159,28/11/2014,28/2/2015,22:15:00,28/2/2015,1,1059,,,1,1,1,H/300,1,280.00,,2,,,
391,3161,28/11/2014,28/2/2015,21:00:00,28/2/2015,1,1071,,,1,1,1,H/300,1,280.00,,2,,,
392,3162,28/11/2014,28/2/2015,13:00:00,28/2/2015,1,1974,,,1,1,1,H/300,1,100.00,,1,,,
393,3163,28/11/2014,28/2/2015,13:00:00,28/2/2015,1,348,,,1,1,1,H/300,1,100.00,,1,,,
394,3164,28/11/2014,28/2/2015,13:00:00,28/2/2015,1,374,,,1,1,1,H/300,1,100.00,,1,,,
395,3165,28/11/2014,28/2/2015,13:00:00,28/2/2015,1,977,,,1,1,1,H/300,1,100.00,,1,,,
396,3166,28/11/2014,28/2/2015,13:00:00,28/2/2015,1,918,,,1,1,1,H/300,1,100.00,,1,,,
397,3167,28/11/2014,28/2/2015,13:00:00,28/2/2015,1,487,,,1,1,1,H/300,1,100.00,,1,,,
398,3168,28/11/2014,28/2/2015,13:00:00,28/2/2015,1,1580,,,1,1,1,H/300,1,100.00,,1,,,
399,3169,28/11/2014,28/2/2015,13:00:00,28/2/2015,1,2666,,,1,1,1,H/300,1,100.00,,1,,,
400,3170,28/11/2014,28/2/2015,19:00:00,28/2/2015,1,1506,,,1,1,1,H/300,1,300.00,,2,,,
401,3171,28/11/2014,28/2/2015,13:00:00,28/2/2015,1,1838,,,1,1,1,H/300,1,150.00,,1,,,
402,3172,29/11/2014,1/3/2015,13:00:00,1/3/2015,1,2117,,,1,1,1,H/300,1,100.00,,1,,,
403,3173,29/11/2014,1/3/2015,15:00:00,1/3/2015,1,2009,,,1,1,1,H/300,1,450.00,,2,,,
404,3174,29/11/2014,29/1/2015,14:00:00,29/1/2015,1,1370,,,1,1,1,H/300,1,1000.00,,2,,,
405,3175,29/11/2014,1/3/2015,13:00:00,1/3/2015,1,2173,,,1,1,1,H/300,1,100.00,,1,,,
406,3176,29/11/2014,1/3/2015,13:00:00,1/3/2015,1,659,,,1,1,1,H/300,1,100.00,,1,,,
407,3178,29/11/2014,1/3/2015,13:00:00,1/3/2015,1,392,,,1,1,1,H/300,1,100.00,,1,,,
408,3179,29/11/2014,1/3/2015,13:00:00,1/3/2015,1,831,,,1,1,1,H/300,1,150.00,,1,,,
409,3139,27/11/2014,27/2/2015,13:00:00,27/2/2015,1,2530,,,1,1,1,H/300,1,100.00,,1,,,
410,3156,28/11/2014,28/2/2015,13:00:00,28/2/2015,1,742,,,1,1,1,H/300,1,100.00,,1,,,
411,3181,29/11/2014,1/3/2015,13:00:00,1/3/2015,1,1504,,,1,1,1,H/300,1,100.00,,1,,,
412,3182,29/11/2014,1/3/2015,13:00:00,1/3/2015,1,801,,,1,1,1,H/300,1,100.00,,1,,,
413,3183,29/11/2014,1/3/2015,13:00:00,1/3/2015,1,807,,,1,1,1,H/300,1,100.00,,1,,,
414,3184,1/12/2014,1/3/2015,13:00:00,1/3/2015,1,99,,,1,1,1,H/300,1,100.00,,1,,,
415,3285,1/12/2014,1/3/2015,13:00:00,1/3/2015,1,121,,,1,1,1,H/300,1,100.00,,1,,,
416,3286,1/12/2014,1/3/2015,13:00:00,1/3/2015,1,1060,,,1,1,1,H/300,1,100.00,,1,,,
417,3287,1/12/2014,1/3/2015,13:00:00,1/3/2015,1,418,,,1,1,1,H/300,1,100.00,,1,,,
418,3288,1/12/2014,1/3/2015,13:00:00,1/3/2015,1,1075,,,1,1,1,H/300,1,100.00,,1,,,
419,3289,1/12/2014,1/3/2015,13:00:00,1/3/2015,1,2035,,,1,1,1,H/300,1,100.00,,1,,,
420,3290,1/12/2014,1/3/2015,13:00:00,1/3/2015,1,2636,,,1,1,1,H/300,1,100.00,,1,,,
421,3291,1/12/2014,1/3/2015,13:00:00,1/3/2015,1,686,,,1,1,1,H/300,1,100.00,,1,,,
422,3292,1/12/2014,1/3/2015,13:00:00,1/3/2015,1,1084,,,1,1,1,H/300,1,100.00,,1,,,
423,3293,1/12/2014,1/3/2015,13:00:00,1/3/2015,1,735,,,1,1,1,H/300,1,100.00,,1,,,
424,3294,1/12/2014,1/3/2015,13:00:00,1/3/2015,1,901,,,1,1,1,H/300,1,100.00,,1,,,
425,3295,1/12/2014,1/2/2015,13:00:00,1/2/2015,1,397,,,1,1,1,H/300,1,450.00,,2,,,
426,3296,1/12/2014,1/3/2015,23:00:00,1/3/2015,1,490,,,1,1,1,H/300,1,300.00,,2,,,
427,3297,1/12/2014,1/2/2015,13:00:00,1/2/2015,1,1869,,,1,1,1,H/300,1,260.00,,2,,,
428,3298,1/12/2014,1/2/2015,13:00:00,1/2/2015,1,1628,,,1,1,1,H/300,1,250.00,,1,,,
429,3299,1/12/2014,1/3/2015,13:00:00,1/3/2015,1,575,,,1,1,1,H/300,1,100.00,,1,,,
430,3300,1/12/2014,1/3/2015,14:30:00,1/3/2015,1,2528,,,1,1,1,H/300,1,300.00,,2,,,
431,3301,30/11/2014,30/12/2014,13:00:00,30/12/2014,1,2503,,,1,1,1,H/300,1,150.00,,1,,,
432,3302,1/12/2014,1/1/2015,1:00:00,1/1/2015,1,2611,,,1,1,1,H/300,1,800.00,,2,,,
433,3303,1/12/2014,1/3/2015,13:00:00,1/3/2015,1,749,,,1,1,1,H/300,1,100.00,,1,,,
434,3304,1/12/2014,1/3/2015,13:00:00,1/3/2015,1,135,,,1,1,1,H/300,1,100.00,,1,,,
435,3305,2/12/2014,2/1/2015,13:00:00,2/1/2015,1,1907,,,1,1,1,H/300,1,1500.00,,2,,,
436,3306,2/12/2014,2/1/2015,13:00:00,2/1/2015,1,1909,,,1,1,1,H/300,1,700.00,,2,,,
437,3307,2/12/2014,2/1/2015,13:00:00,2/1/2015,1,1907,,,1,1,1,H/300,1,700.00,,2,,,
438,3307,2/12/2014,2/1/2015,13:00:00,2/1/2015,1,1910,,,1,1,1,H/300,1,700.00,,2,,,
439,3308,2/12/2014,2/1/2015,13:00:00,2/1/2015,1,1525,,,1,1,1,H/300,1,1200.00,,2,,,
440,3309,2/12/2014,2/3/2015,13:00:00,2/3/2015,1,770,,,1,1,1,H/300,1,100.00,,1,,,
441,3310,2/12/2014,2/3/2015,13:00:00,2/3/2015,1,1799,,,1,1,1,H/300,1,100.00,,1,,,
442,3311,2/12/2014,2/3/2015,13:00:00,2/3/2015,1,638,,,1,1,1,H/300,1,100.00,,1,,,
443,3312,2/12/2014,2/3/2015,13:00:00,2/3/2015,1,2390,,,1,1,1,H/300,1,100.00,,1,,,
444,3313,2/12/2014,2/3/2015,23:45:00,2/3/2015,1,915,,,1,1,1,H/300,1,300.00,,2,,,
445,3314,2/12/2014,2/3/2015,13:00:00,2/3/2015,1,245,,,1,1,1,H/300,1,100.00,,1,,,
